t,f,rocof,V_dc,P_mppt,P_vic,P_ref,P_inj,P_bess,SOC,alpha,beta,H_eff
4.708,49.932002370354,2.79193344222199e-06,1200,124790.154760485,3479.52586454838,130400.085466348,130400.085466348,15928.4308301069,0.599920998308277,0.369142047467482,0.133748569714022,1.00001027815116
4.709,49.9320023731401,2.80135593463069e-06,1200,124790.154760485,3479.52565985053,130400.085689619,130400.085689619,15928.4296685492,0.599920905159566,0.369142047274559,0.133748606335658,1.00001032025476
4.71,49.9320023759356,2.81072918968369e-06,1200,124790.154760485,3479.52545450642,130400.085912022,130400.085912022,15928.4285077174,0.599920812010861,0.369142047164675,0.13374864293733,1.00001036213835
4.711,49.9320023787405,2.82005346830504e-06,1200,124790.154760485,3479.52524851944,130400.086133563,130400.086133563,15928.4273476076,0.599920718862163,0.369142047137398,0.133748679519143,1.0000104038031
4.712,49.9320023815547,2.82932902998228e-06,1200,124790.154760485,3479.52504189294,130400.086354246,130400.086354246,15928.426188216,0.599920625713472,0.369142047192294,0.133748716081202,1.00001044525013
4.713,49.9320023843781,2.83855612215746e-06,1200,124790.154760485,3479.52483463025,130400.086574074,130400.086574074,15928.425029539,0.599920532564788,0.369142047328935,0.13374875262361,1.00001048648061
4.714,49.9320023872107,2.84773499501564e-06,1200,124790.154760485,3479.52462673472,130400.086793054,130400.086793054,15928.4238715728,0.59992043941611,0.369142047546893,0.133748789146468,1.00001052749564
4.715,49.9320023900525,2.85686590586511e-06,1200,124790.154760485,3479.52441820963,130400.087011189,130400.087011189,15928.4227143137,0.599920346267439,0.369142047845743,0.13374882564988,1.00001056829636
4.716,49.9320023929033,2.86594911255082e-06,1200,124790.154760485,3479.52420905829,130400.087228483,130400.087228483,15928.421557758,0.599920253118775,0.369142048225064,0.133748862133945,1.00001060888389
4.717,49.9320023957632,2.87498486672693e-06,1200,124790.154760485,3479.52399928397,130400.087444941,130400.087444941,15928.4204019021,0.599920159970118,0.369142048684431,0.133748898598769,1.00001064925935
