param,value,mode_idx,real,imag,omega_n,damping,scheme
omega_dot_ref,15.707963267948966,4,-2.573120912586596,0.0,2.573120912586596,1.0,C4
omega_dot_ref,15.707963267948966,5,0.0,0.0,0.0,1.0,C4
omega_dot_ref,17.27875959474386,1,-50.00000000000008,0.0,50.00000000000008,1.0,C4
omega_dot_ref,17.27875959474386,2,-33.96343954358178,-14.37708949697617,36.8811052984397,0.9208899589302342,C4
omega_dot_ref,17.27875959474386,3,-33.96343954358178,14.37708949697617,36.8811052984397,0.9208899589302342,C4
omega_dot_ref,17.27875959474386,4,-2.5731209128364583,0.0,2.5731209128364583,1.0,C4
omega_dot_ref,17.27875959474386,5,0.0,0.0,0.0,1.0,C4
omega_dot_ref,18.84955592153876,1,-50.000000000000064,0.0,50.000000000000064,1.0,C4
omega_dot_ref,18.84955592153876,2,-33.9634395434777,-14.37708949339432,36.88110529694757,0.9208899589646694,C4
omega_dot_ref,18.84955592153876,3,-33.9634395434777,14.37708949339432,36.88110529694757,0.9208899589646694,C4
omega_dot_ref,18.84955592153876,4,-2.5731209130446615,0.0,2.5731209130446615,1.0,C4
omega_dot_ref,18.84955592153876,5,0.0,0.0,0.0,1.0,C4
k_alpha,2.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,2.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,2.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,2.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,2.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,3.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,3.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,3.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,3.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,3.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,4.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,4.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,4.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,4.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,4.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,5.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,5.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,5.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,5.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,5.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,6.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,6.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,6.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,6.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,6.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,7.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,7.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,7.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,7.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,7.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,8.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,8.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,8.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,8.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,8.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,9.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,9.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,9.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,9.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,9.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,10.0,1,-50.0000000000001,0.0,50.0000000000001,1.0,C1
k_alpha,10.0,2,-33.963439563472086,-14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,10.0,3,-33.963439563472086,14.377089500149234,36.881105317993416,0.9208899589813033,C1
k_alpha,10.0,4,-2.5731208730557498,0.0,2.5731208730557498,1.0,C1
k_alpha,10.0,5,0.0,0.0,0.0,1.0,C1
k_alpha,2.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,2.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,2.0,3,-33.96343955462007,14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,2.0,4,-2.5731208907598955,0.0,2.5731208907598955,1.0,C2
k_alpha,2.0,5,0.0,0.0,0.0,1.0,C2
k_alpha,3.0,1,-50.00000000000012,0.0,50.00000000000012,1.0,C2
k_alpha,3.0,2,-33.96343955462007,-14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,3.0,3,-33.96343955462007,14.377089536172212,36.881105323884256,0.9208899585941991,C2
k_alpha,3.0,4,-2.5731208907598955,0.0,2.5731208907598955,1.0,C2
