scheme,Δω_op,mode_idx,real,imag,omega_n,damping
C4,1.4,1,-78.52782498125123,0.0,78.52782498125123,1.0
C4,1.4,2,-49.99788406148818,0.0,49.99788406148818,1.0
C4,1.4,3,-29.522550323581076,0.0,29.522550323581076,1.0
C4,1.4,4,-9.942547073037785,0.0,9.942547073037785,1.0
C4,1.4,5,0.0001326232375536608,0.0,0.0001326232375536608,-1.0
C1,1.5,1,-156.19450527206442,0.0,156.19450527206442,1.0
C1,1.5,2,-50.00001973718983,0.0,50.00001973718983,1.0
C1,1.5,3,-23.107896982838724,0.0,23.107896982838724,1.0
C1,1.5,4,-3.458178312878069,0.0,3.458178312878069,1.0
C1,1.5,5,0.0,0.0,0.0,1.0
C2,1.5,1,-150.2114010389081,0.0,150.2114010389081,1.0
C2,1.5,2,-50.000145157225816,0.0,50.000145157225816,1.0
C2,1.5,3,-27.622420262998304,0.0,27.622420262998304,1.0
C2,1.5,4,-4.926633845838579,0.0,4.926633845838579,1.0
C2,1.5,5,0.0,0.0,0.0,1.0
C3,1.5,1,-153.01067865455738,0.0,153.01067865455738,1.0
C3,1.5,2,-50.0002042939236,0.0,50.0002042939236,1.0
C3,1.5,3,-23.296728002085548,0.0,23.296728002085548,1.0
C3,1.5,4,-6.458810120495768,0.0,6.458810120495768,1.0
C3,1.5,5,0.0,0.0,0.0,1.0
C4,1.5,1,-74.10771132676251,0.0,74.10771132676251,1.0
C4,1.5,2,-49.99947539877062,0.0,49.99947539877062,1.0
C4,1.5,3,-30.966848103318817,0.0,30.966848103318817,1.0
C4,1.5,4,-9.999575859670527,0.0,9.999575859670527,1.0
C4,1.5,5,0.00012975965458707981,0.0,0.00012975965458707981,-1.0
C1,1.6,1,-143.71666578305795,0.0,143.71666578305795,1.0
C1,1.6,2,-49.99953270246854,0.0,49.99953270246854,1.0
C1,1.6,3,-23.41788741085903,0.0,23.41788741085903,1.0
C1,1.6,4,-3.41800358407811,0.0,3.41800358407811,1.0
C1,1.6,5,0.0,0.0,0.0,1.0
C2,1.6,1,-136.58479611749297,0.0,136.58479611749297,1.0
C2,1.6,2,-49.99596717636117,0.0,49.99596717636117,1.0
C2,1.6,3,-28.9132335469273,0.0,28.9132335469273,1.0
C2,1.6,4,-5.061003022727974,0.0,5.061003022727974,1.0
C2,1.6,5,0.0,0.0,0.0,1.0
C3,1.6,1,-139.96191645065824,0.0,139.96191645065824,1.0
C3,1.6,2,-49.99478157839078,0.0,49.99478157839078,1.0
C3,1.6,3,-23.94820671334013,0.0,23.94820671334013,1.0
C3,1.6,4,-6.644274355028706,0.0,6.644274355028706,1.0
C3,1.6,5,0.0,0.0,0.0,1.0
C4,1.6,1,-69.09420276956561,0.0,69.09420276956561,1.0
C4,1.6,2,-50.00114434651819,0.0,50.00114434651819,1.0
C4,1.6,3,-32.839466014153764,0.0,32.839466014153764,1.0
C4,1.6,4,-10.01313333037677,0.0,10.01313333037677,1.0
C4,1.6,5,0.00012579569353860193,0.0,0.00012579569353860193,-1.0
C1,1.7,1,-132.2301076067587,0.0,132.2301076067587,1.0
C1,1.7,2,-50.0005178619406,0.0,50.0005178619406,1.0
C1,1.7,3,-23.751725024753434,0.0,23.751725024753434,1.0
C1,1.7,4,-3.3789299964196347,0.0,3.3789299964196347,1.0
C1,1.7,5,0.0,0.0,0.0,1.0
C2,1.7,1,-127.22915592520009,0.0,127.22915592520009,1.0
C2,1.7,2,-50.00454597936815,0.0,50.00454597936815,1.0
C2,1.7,3,-26.527543501956877,0.0,26.527543501956877,1.0
C2,1.7,4,-5.600035083347488,0.0,5.600035083347488,1.0
C2,1.7,5,0.0,0.0,0.0,1.0
C3,1.7,1,-127.79927777015196,0.0,127.79927777015196,1.0
C3,1.7,2,-50.00605419322874,0.0,50.00605419322874,1.0
C3,1.7,3,-24.71750621645584,0.0,24.71750621645584,1.0
C3,1.7,4,-6.838442310036075,0.0,6.838442310036075,1.0
C3,1.7,5,0.0,0.0,0.0,1.0
C4,1.7,1,-63.23967638051506,0.0,63.23967638051506,1.0
C4,1.7,2,-50.00036487824653,0.0,50.00036487824653,1.0
C4,1.7,3,-35.51494763428611,0.0,35.51494763428611,1.0
C4,1.7,4,-9.984596155429708,0.0,9.984596155429708,1.0
C4,1.7,5,0.00012080853418411252,0.0,0.00012080853418411252,-1.0
C1,1.8,1,-121.72274374453127,0.0,121.72274374453127,1.0
C1,1.8,2,-50.00016353452462,0.0,50.00016353452462,1.0
C1,1.8,3,-24.12993477821183,0.0,24.12993477821183,1.0
C1,1.8,4,-3.3348761733078516,0.0,3.3348761733078516,1.0
C1,1.8,5,0.0,0.0,0.0,1.0
C2,1.8,1,-114.34702261777335,0.0,114.34702261777335,1.0
C2,1.8,2,-50.00192057448593,0.0,50.00192057448593,1.0
C2,1.8,3,-28.824192921203252,0.0,28.824192921203252,1.0
C2,1.8,4,-6.011671734067663,0.0,6.011671734067663,1.0
C2,1.8,5,0.0,0.0,0.0,1.0
C3,1.8,1,-116.48887255528011,0.0,116.48887255528011,1.0
C3,1.8,2,-50.00202271944783,0.0,50.00202271944783,1.0
C3,1.8,3,-25.72321415328792,0.0,25.72321415328792,1.0
C3,1.8,4,-6.982339951696859,0.0,6.982339951696859,1.0
C3,1.8,5,0.0,0.0,0.0,1.0
C4,1.8,1,-55.61680504554772,0.0,55.61680504554772,1.0
C4,1.8,2,-50.00448597668669,0.0,50.00448597668669,1.0
C4,1.8,3,-40.00533642800267,0.0,40.00533642800267,1.0
C4,1.8,4,-9.915998757141288,0.0,9.915998757141288,1.0
C4,1.8,5,0.00011524731791064322,0.0,0.00011524731791064322,-1.0
C1,1.9,1,-112.15177119617792,0.0,112.15177119617792,1.0
C1,1.9,2,-50.000172002611386,0.0,50.000172002611386,1.0
C1,1.9,3,-24.54655811533109,0.0,24.54655811533109,1.0
C1,1.9,4,-3.2906777416513986,0.0,3.2906777416513986,1.0
C1,1.9,5,0.0,0.0,0.0,1.0
C2,1.9,1,-99.1320077979385,0.0,99.1320077979385,1.0
C2,1.9,2,-50.00335785956994,0.0,50.00335785956994,1.0
C2,1.9,3,-34.71773087382805,0.0,34.71773087382805,1.0
C2,1.9,4,-6.133172141389596,0.0,6.133172141389596,1.0
C2,1.9,5,0.0,0.0,0.0,1.0
C3,1.9,1,-105.94767434997924,0.0,105.94767434997924,1.0
C3,1.9,2,-50.002235518910055,0.0,50.002235518910055,1.0
C3,1.9,3,-26.92050608131217,0.0,26.92050608131217,1.0
C3,1.9,4,-7.115852722524588,0.0,7.115852722524588,1.0
C3,1.9,5,0.0,0.0,0.0,1.0
C4,1.9,1,-49.99943611081823,0.0,49.99943611081823,1.0
C4,1.9,2,-46.28573106700621,-7.9437054959102245,46.96244624604832,0.9855902911126769
C4,1.9,3,-46.28573106700621,7.9437054959102245,46.96244624604832,0.9855902911126769
C4,1.9,4,-9.820413523667446,0.0,9.820413523667446,1.0
C4,1.9,5,0.00010900061061545781,0.0,0.00010900061061545781,-1.0
C1,2.0,1,-103.46407708009997,0.0,103.46407708009997,1.0
C1,2.0,2,-49.99946796299819,0.0,49.99946796299819,1.0
C1,2.0,3,-25.011999465412995,0.0,25.011999465412995,1.0
C1,2.0,4,-3.2447140655916185,0.0,3.2447140655916185,1.0
C1,2.0,5,0.0,0.0,0.0,1.0
C2,2.0,1,-79.46105218560461,0.0,79.46105218560461,1.0
C2,2.0,2,-49.94362777604452,0.0,49.94362777604452,1.0
C2,2.0,3,-47.132799587075596,0.0,47.132799587075596,1.0
C2,2.0,4,-5.179868642332536,0.0,5.179868642332536,1.0
C2,2.0,5,0.0,0.0,0.0,1.0
C3,2.0,1,-96.06258946621101,0.0,96.06258946621101,1.0
C3,2.0,2,-49.99232435579443,0.0,49.99232435579443,1.0
